AE5L600L Consolidated RAM Reference Map
==============================================================================================================
Total addresses: 858 | Named: 497 | Unnamed: 361 (low-ref infrastructure, excluded)
All addresses with >= 5 refs are named. Top 200 most-referenced: 100% coverage.
Raw literal pool scan found 4,456 unique RAM refs; 858 significant after dedup.
Sources: Ghidra import (373), Task10 analysis (61), manual (29), ram_map_raw (501), map_switching_analysis (20)
==============================================================================================================

TOP 200 MOST-REFERENCED RAM ADDRESSES
--------------------------------------------------------------------------------------------------------------
   Refs  Address     Name                                 Description
  base_timing_output                        0xFFFF7F64     0 refs  Base timing output (float). Written by t
  battery_voltage                           0xFFFF6C48    34 refs  34 refs. Battery voltage (float). Read b
  batv_calibrated                           0xFFFF432C     0 refs  Battery Voltage calibrated float (output
  blend_correction_C                        0xFFFF7F74     0 refs  Third blend correction (task50).
  boost_correction_output                   0xFFFF8B80     0 refs  Feedback correction value (float). Outpu
  boost_counter                             0xFFFF8BCC     0 refs  Boost enable counter (u8, saturating). M
  boost_desc_A_result                       0xFFFF8BAC     0 refs  Desc 0xAEFE4 result: base WG duty from R
  boost_desc_B_result                       0xFFFF8BB0     0 refs  Desc 0xAEFF0 result: WG scale from RPM l
  boost_desc_C_result                       0xFFFF8BB4     0 refs  Desc 0xAEFFC result: error correction fr
  boost_enable_flag                         0xFFFF8BD0     0 refs  Boost control enable byte (u8, 0/1). Set
  boost_error                               0xFFFF8B54     0 refs  Boost error: target - actual (float). Co
  boost_error_filtered                      0xFFFF8B88     0 refs  Filtered boost error (float). IIR-filter
  boost_error_prev                          0xFFFF8BC0     0 refs  Previous boost error (float). History sh
  boost_feedback_trim                       0xFFFF8BC4     0 refs  Boost feedback trim workspace base (floa
  boost_gbr_base                            0xFFFF8B50     0 refs  Boost control GBR base. Current target v
  boost_ign_switch_filter_ws                0xFFFF8B9C     0 refs  Ignition switch EMA filter workspace (st
  boost_maf_error                           0xFFFF8B58     0 refs  MAF error: maf_left - target (float). In
  iat_input_float                           0xFFFF69F0    32 refs  32 refs. Intake air temperature (float, -40..120 C). Read by
  boost_rpm_error_filtered                  0xFFFF8B84     0 refs  Filtered RPM error (float). IIR-filtered
  boost_rpm_filtered_prev                   0xFFFF8B7C     0 refs  Previous RPM filtered value (float). Use
  boost_wg_duty_final                       0xFFFF8B5C     0 refs  Final wastegate duty output (float). Aft
  cal_mirror_base                           0xFFFF3480    45 refs  45 refs. Calibration mirror base. Refere
  cal_mirror_cache_A                        0xFFFF3654     5 refs  Calibration mirror workspace/cache A
  cal_mirror_queue_index                    0xFFFF3438     7 refs  Cal mirror descriptor queue index
  cal_mirror_state_base                     0xFFFF3C70     6 refs  Cal mirror state/control base
  cal_mirror_state_flags                    0xFFFF341C     7 refs  Cal mirror state/control flags
  cal_mirror_cache_B                        0xFFFF3668     5 refs  Calibration mirror workspace/cache B
  cal_mirror_data                           0xFFFF34D8    22 refs  Calibration mirror data area
  cal_mirror_state                          0xFFFF36C0    17 refs  Calibration mirror state variable
  cal_mirror_sync_timer_A                   0xFFFF3C88     5 refs  Cal mirror sync timer A
  cal_mirror_timer                          0xFFFF365C    19 refs  Calibration mirror timer/counter
  cal_mirrors_cluster_base                  0xFFFF341A     5 refs  Cal mirrors region start
  cam_angle_sensor                          0xFFFF40C8    19 refs  Actual cam position from CMP/CKP (float,
  cl_active_flag                            0xFFFF65F6     0 refs  Byte: 1=closed loop active. Read by chec
  cl_afr_bound                              0xFFFF7800     0 refs  AFR stability bound (float). Checked in 
  cl_cond_flag_prev                         0xFFFF745A     0 refs  Previous value of FFFFACF0 (CL delay con
  cl_coolant_high_hyst                      0xFFFF7460     0 refs  Coolant high hysteresis flag (byte). Set
  cl_coolant_low_hyst                       0xFFFF745F     0 refs  Coolant low hysteresis flag (byte). Set=
  cl_delay_counter_1                        0xFFFF745B     0 refs  CL readiness delay counter 1 (byte). Res
  cl_delay_counter_2                        0xFFFF745C     0 refs  CL readiness delay counter 2 (byte). Res
  cl_enable_final                           0xFFFF7BE2     0 refs  CL enable final check flag (byte). Last 
  cl_engine_flag_prev                       0xFFFF7459     0 refs  Previous value of FFFFA56B (engine runni
  cl_inhibit                                0xFFFF744B     0 refs  CL inhibit flag (byte). Copy of FFFF8E98
  cl_maf_hyst                               0xFFFF745D     0 refs  MAF (FFFF6624) hysteresis flag (byte). S
  cl_mode_state                             0xFFFF744E     0 refs  CL mode state (byte). 0/1/2 from func_02
  cal_descriptor_ptr_ws                     0xFFFF3C98     5 refs  Cal descriptor pointer workspace
  cl_readiness_A                            0xFFFF744C     0 refs  CL readiness A (byte). Copy of FFFF8F08.
  cl_readiness_state                        0xFFFF8EF8     6 refs  Closed-loop readiness state variable
  cl_readiness_A_input                      0xFFFF8F08     7 refs  CL readiness A input (byte). Copied to F
  cl_readiness_B                            0xFFFF744D     0 refs  CL readiness B (byte). From func_021D9A.
  cl_readiness_B_input                      0xFFFF8F24     0 refs  CL readiness B input (byte). Processed b
  cl_readiness_flags                        0xFFFF7452     0 refs  CL readiness flags.
  cl_rpm_delta_hyst                         0xFFFF7458     0 refs  RPM delta hysteresis flag (byte). Set=1 
  cl_speed_coolant_readiness                0xFFFF7451     0 refs  Speed+coolant CL readiness flag (byte). 
  cl_speed_readiness                        0xFFFF7450     0 refs  Speed-based CL readiness flag (byte). GB
  cl_speed_table_hyst                       0xFFFF745E     0 refs  Speed table lookup hysteresis flag (byte
  cl_speed_table_sel                        0xFFFF7829     0 refs  Speed table selector (byte). 0=use thres
  cl_speed_threshold_1                      0xFFFF7454     0 refs  Speed threshold 1 (word). Computed by cl
  cl_speed_threshold_2                      0xFFFF7456     0 refs  Speed threshold 2 (word). Alternate spee
  cl_state_struct                           0xFFFF8E98    97 refs  97 refs. CL monitoring state struct (15+
  cl_strict_readiness                       0xFFFF7453     0 refs  Strictest CL readiness flag (byte). GBR+
  cl_throttle_gate                          0xFFFF7464     0 refs  Throttle gate flag (byte). Must be 0 for
  clol_cond_A                               0xFFFF7449     0 refs  CL mode condition A (byte). (FFFF7452==1
  clol_cond_B                               0xFFFF744A     0 refs  CL mode condition B (byte). (FFFF7452==1
  clol_diagnostic_flag                      0xFFFF79C7     0 refs  CL/OL diagnostic flag (byte). Set by ol_
  clol_mode_flag                            0xFFFF7448     0 refs  CL/OL mode flag (byte). 1=CL, 0=OL. Gate
  clol_pathA_workspace                      0xFFFF7988     0 refs  Path A OL workspace base (pointer). Phas
  clol_phase1_arm_word                      0xFFFF794C     0 refs  Phase 1 arm word (word). Written 0x200 b
  clol_phase1_counter                       0xFFFF7986     0 refs  Path A Phase 1 master counter (byte). Wr
  clutch_state                              0xFFFF5BE3    33 refs  Clutch engagement state (task50 map switching). Was peripheral_status.
  comms_buffer_ptr                          0xFFFFAF60     0 refs  Referenced in dtc_set_code literal pool.
  comms_state_byte                          0xFFFFAF3B    36 refs  36 refs. Communications protocol state b
  coolant_temp_float                        0xFFFF77C0     0 refs  Coolant temperature as float (normalized
  correction_filter_base                    0xFFFF770C     0 refs  Correction filter base (3 floats).
  cylinder_index                            0xFFFF6812     0 refs  Current cylinder index 0-3 (byte).
  default_fuel_multiplier                   0xFFFF7BDC     0 refs  Default fuel multiplier (float, 1.05).
  desc_partial_copy                         0xFFFF24A8     8 refs  Descriptor partial copy workspace (62B, GBR base)
  desc_region_workspace_B                   0xFFFF2EF4     7 refs  Descriptor region workspace B (GBR base)
  desc_table_mirror                         0xFFFF2F84     6 refs  Descriptor table clone workspace (222B, GBR base)
  diag_counter_mps                          0xFFFFAB96     9 refs  Diagnostic counter/threshold (MPS-related)
  diag_indexed_lookup_table                 0xFFFF3B06    92 refs  Diagnostic indexed lookup table. Accesse
  diag_mode_status                          0xFFFF36F0     0 refs  DWord: Diagnostic mode status. Read by d
  diag_maturation_counter                   0xFFFFA176     7 refs  Diagnostic maturation counter byte (GBR base)
  diag_maturation_threshold                 0xFFFFA6E8     8 refs  Diagnostic maturation threshold (word, GBR base)
  diag_monitor_enable_flags                 0xFFFFAE09     0 refs  Diagnostic monitor enable flags array (7
  diag_monitor_GBR                          0xFFFFA160    15 refs  21 refs. Diagnostic monitor GBR base (6 
  diag_monitor_state                        0xFFFFA290    16 refs  Diagnostic monitor state area
  diag_output_buffer                        0xFFFFACE0    32 refs  32 refs. Diagnostic output buffer pointe
  diag_precondition_flag                    0xFFFFAE08     0 refs  Master diagnostic precondition flag. Rea
  diag_protocol_GBR                         0xFFFFAC6C    13 refs  13 refs. Diagnostic protocol GBR base (4
  diag_readiness_workspace                  0xFFFF9080     0 refs  Diagnostic readiness workspace (4 floats
  diag_request_state                        0xFFFFADAC    69 refs  69 refs. Diagnostic request/response sta
  diag_session_state                        0xFFFFAD52   107 refs  107 refs. Diagnostic session state. Read
  diag_session_state_B                      0xFFFFAD50    21 refs  Diagnostic session state variable B
  diag_state_A_start                        0xFFFFAF70     4 refs  Fault history region start. 59 bytes, 14
  diag_state_B_start                        0xFFFFA156     2 refs  Maturation counters region start. 55 byt
  diag_state_C_start                        0xFFFFA32C     2 refs  Monitor readiness region start. 115 byte
  diag_state_D_start                        0xFFFFA2A0     1 refs  Trip tracking region start. 104 bytes, 3
  diag_state_E_start                        0xFFFFAD14    14 refs  Active fault status region start. 62 byt
  diag_state_F_start                        0xFFFFAB76     2 refs  Healing counters region start. 79 bytes,
  dt_lookup_input2                          0xFFFF6210     0 refs  Second input to dead time table lookup (
  dtc_enable_flag                           0xFFFF36F4     0 refs  Byte: DTC processing enable. Read by dtc
  dtc_idle_enable_cond                      0xFFFF3444     9 refs  DTC idle control enable condition (byte)
  dtc_master_enable                         0xFFFFB71C     0 refs  Byte: DTC system master enable. Read by 
  dtc_maturation_timer                      0xFFFF399E   118 refs  118 refs. DTC maturation timer/counter. 
  dwell_output                              0xFFFF80AE     0 refs  Dwell time output (float). Task38.
  ect_current                               0xFFFF6350   205 refs  205 refs. Coolant temperature (float). R
  ect_blend_correction                      0xFFFF7F68     0 refs  ECT blend correction (task33/50). Was ect_warmup_correction.
  ect_desc_result                           0xFFFF7F2C     0 refs  ECT descriptor output (task33).
  ect_input_float                           0xFFFF69FC     7 refs  ECT input for fuel/ign lookups (float)
  ect_raw_adc                               0xFFFF6354    69 refs  69 refs. ECT raw ADC value or secondary
  ect_timing_comp                           0xFFFF81EC     0 refs  ECT timing compensation (task50).
  egr_channel_selector                      0xFFFF2BFA     0 refs  EGR channel selector (u8) + timer (u16 a
  egr_completion_flag                       0xFFFFA17D     0 refs  EGR completion flag (bit 0). Set by egr_
  egr_diag_state                            0xFFFFA198    13 refs  13 refs. EGR/emissions diagnostic state.
  egr_init_flag                             0xFFFF9FAE     0 refs  EGR initialization flag (u16). Set to 1 
  egr_maturation_counters                   0xFFFFA1FA     0 refs  EGR maturation counters A-D (4 bytes). I
  egr_state_b                               0xFFFFA224     0 refs  EGR state_b (6 consecutive floats). Copi
  egr_timeout_counter                       0xFFFF2BFC     0 refs  EGR timeout/period counter (u16). Read b
  egr_timeout_threshold                     0xFFFF9FB2     0 refs  EGR timeout threshold (u16). Read by egr
  egr_timer                                 0xFFFF9FA4     0 refs  EGR timer (u16). Compared against 400 by
  engine_load_current                       0xFFFF65FC   135 refs  135 refs. Engine load in g/rev (float). Also load_current (task50 map switching).
  engine_mode_bits                          0xFFFF61F4     0 refs  Engine mode flag byte. Bit 3: early exit
  engine_running_flag                       0xFFFF65C5     0 refs  Byte: 1=engine running. Read by check_en
  engine_state_byte                         0xFFFF65BD    34 refs  34 refs. Engine state byte (cranking/run
  engine_state_ext_byte_B                   0xFFFF65AB     7 refs  Engine state extended byte B
  engine_state_extended                     0xFFFF65A9    23 refs  Engine state extended byte. Read by task
  engine_status_flag                        0xFFFF7C68     0 refs  Engine status flag (byte). Gates AFL app
  evap_cal_cache                            0xFFFF236C     2 refs  EVAP calibration cache (5 floats + 6 u16
  evap_workspace_base                       0xFFFF2368     5 refs  EVAP diagnostic workspace base
  evap_diag_state_GBR                       0xFFFF933C     0 refs  EVAP diagnostic state base (GBR). Used b
  evap_pressure_baseline                    0xFFFF318C     0 refs  EVAP pressure baseline value (float).
  evap_pressure_delta                       0xFFFF9314     0 refs  EVAP pressure delta (baseline - lower th
  evap_pressure_sum                         0xFFFF9318     0 refs  EVAP pressure sum (baseline + upper thre
  exhaust_avcs_workspace                    0xFFFF76F4     0 refs  Exhaust AVCS working data struct base (v
  exhaust_computed                          0xFFFF76F0     0 refs  Exhaust AVCS computed value (float, near
  exhaust_correction_A                      0xFFFF76E8     0 refs  Exhaust AVCS correction A (float). Works
  exhaust_correction_B                      0xFFFF76EC     0 refs  Exhaust AVCS correction B (float). Works
  final_timing_advance                      0xFFFF80F8     0 refs  Final combined timing advance (float). T
  FLKC_BASE_STEP                            0xFFFF323C     0 refs  Base correction step (float), = 0.5 stoc
  flkc_fg_active                            0xFFFF829C     0 refs  Active flag; cleared on knock entry
  flkc_fg_bank_route                        0xFFFF82A1     0 refs  Routes post-retard clamp fn call
  flkc_fg_counter                           0xFFFF8294     0 refs  Cycle counter, must be >= 90 for F/G pat
  flkc_fg_cyl_index                         0xFFFF8298     0 refs  Current cylinder/bank index
  flkc_fg_enable                            0xFFFF829E     0 refs  Must == 1 to enter main logic
  flkc_fg_exit_flag                         0xFFFF82A0     0 refs  Set to 1 at normal exit
  flkc_fg_flag_8233                         0xFFFF8233     0 refs  Byte flag checked during FP setup
  flkc_fg_GBR_base                          0xFFFF8290     0 refs  GBR base for flkc_paths_FG
  flkc_fg_prev_cyl                          0xFFFF82AA     0 refs  Previous cylinder; must match for retard
  flkc_fg_R0_init                           0xFFFF3244     0 refs  Early R0 setup
  flkc_fg_retard_done                       0xFFFF829D     0 refs  Set to 1 after retard applied
  flkc_output_table                         0xFFFF3360     0 refs  FLKC output (word array indexed by cylin
  flkc_post_state                           0xFFFF8286     0 refs  FLKC post-run consolidation state for ta
  flkc_retard                               0xFFFF8258     0 refs  FLKC retard value (float).
  FLKC_slow_learning_value                  0xFFFF322C     0 refs  Fine knock learn (FLKC slow) learning va
  fn_043d68_output                          0xFFFF81D9     0 refs  Written by task [12], NOT the knock flag
  fuel_base_factor                          0xFFFF7348     0 refs  Base fuel factor (float). Input to fuel_
  fuel_blend_A                              0xFFFF7B6C     0 refs  Per-cylinder fuel blend factor A (float)
  fuel_blend_B                              0xFFFF7B70     0 refs  Per-cylinder fuel blend factor B (float)
  fuel_blend_C                              0xFFFF7B74     0 refs  Per-cylinder fuel blend factor C (float)
  fuel_blend_D                              0xFFFF7B78     0 refs  Per-cylinder fuel blend factor D (float)
  fuel_corr_cl_target_A                     0xFFFF77DC     0 refs  CL target comp A output (float). Read by
  fuel_corr_mode_flag                       0xFFFF74BC     0 refs  Fuel correction mode flag (byte). Writte
  fuel_corr_param_B                         0xFFFF77D8     0 refs  Fuel correction parameter B (float). Rea
  fuel_corr_param_D                         0xFFFF77E4     0 refs  Fuel correction parameter D (float). Rea
  fuel_corr_status_flag                     0xFFFF74BD     0 refs  Fuel correction status flag (byte). Writ
  fuel_correction_A                         0xFFFF73A4     0 refs  Fuel correction term A (float). Input to
  fuel_correction_array_base                0xFFFF7730     0 refs  29-element correction array base.
  fuel_correction_B                         0xFFFF7A08     0 refs  Fuel correction term B (float). Input to
  fuel_correction_C                         0xFFFF7BC4     0 refs  Fuel correction C / global scaler (float
  fuel_cut_bitmask                          0xFFFF82B8     0 refs  Fuel cut bitmask. -1=all, bits=per-cylin
  fuel_enrichment_A                         0xFFFF76D4     0 refs  Fuel enrichment term A (float). Summed w
  fuel_enrichment_B                         0xFFFF7878     7 refs  Fuel enrichment term B (float). Summed w
  fuel_enrichment_C                         0xFFFF7AE4     0 refs  Fuel enrichment term C (float). Summed w
  injector_data                             0xFFFF895C    37 refs  Rate-limited sensor composite (float). Was fuel_ign_shared_state. See fueling_pipeline Section 15.
  fuel_ipw_state_B                          0xFFFF7AF4     0 refs  Final IPW correction output (float).
  fuel_mode_flags                           0xFFFF8E46    39 refs  39 refs. Fuel mode flags register.
  fuel_per_cyl_struct                       0xFFFF7344     0 refs  Per-cylinder fuel struct (8 x float fina
  fuel_pipeline_base                        0xFFFF77BC     0 refs  GBR base for fuel aggregator pipeline. S
  fuel_rate                                 0xFFFF62DC    20 refs  20 refs. Fuel injection rate (float). Re
  fuel_state_byte                           0xFFFF7C9D    32 refs  32 refs. Fuel state byte/flag.
  fuel_system_state                         0xFFFF85D7    60 refs  60 refs. Fuel system state byte. Read by
  fuel_timing_corr                          0xFFFF7E68    18 refs  Fuel timing correction variable
  fuel_timing_state                         0xFFFF71EA    22 refs  Fuel timing state variable
  fuel_trim_af_ratio                        0xFFFF7A74     0 refs  A/F ratio fuel trim input (float).
  gbr_base_corr_init_ws                     0xFFFF7FD4     0 refs  GBR base for timing corrections init wor
  gbr_base_timing_ws                        0xFFFF7F10     0 refs  GBR base for task30 base timing workspac
  IAM_compensation_ws                       0xFFFF80C0     0 refs  IAM compensation workspace (float). Task
  iat_current                               0xFFFF63F8    86 refs  86 refs. Intake air temperature (float).
  ect_compensation                          0xFFFF63C4    43 refs  ECT compensation factor (float, 43 refs). Read by AFC, AFL, CL/OL.
  idle_control_GBR                          0xFFFF837E    20 refs  39 refs. Idle control GBR base (19 GBR u
  idle_sensor_ref                           0xFFFF83A5    21 refs  Idle control sensor comparison reference
  idle_workspace_GBR                        0xFFFF83AC    19 refs  26 refs. Secondary idle GBR workspace (7
  idle_workspace_var                        0xFFFF83AA    17 refs  Idle workspace variable (near idle GBR b
  ign_ext_counter_A                         0xFFFF8D04     6 refs  Ignition extended workspace counter
  ign_ext_workspace_B                       0xFFFF8D2C     6 refs  Ignition/knock extended workspace B (GBR base)
  ign_output_workspace                      0xFFFF8098     0 refs  Ignition output workspace (float). Task3
  atm_pressure_baro                         0xFFFF4130    77 refs  Atmospheric pressure / baro ADC output (float). ADDR 4 in ADC pipeline.
  ignition_system_state                     0xFFFF8910    16 refs  Ignition system state. Referenced in ign
  ignition_timing_workspace                 0xFFFF7F08    20 refs  Ignition timing workspace variable (floa
  inj_channel_enable                        0xFFFF3474     0 refs  Injection channel enable mask. 0xFF = al
  inj_descriptor_end                        0xFFFF3D10     0 refs  End pointer for injection descriptor str
  inj_descriptor_struct                     0xFFFF3D08     0 refs  Injection descriptor struct (8-byte entr
  inj_ign_port_status                       0xFFFF36BE     0 refs  Injection/ignition port status word. Rea
  inj_status_array                          0xFFFF3D18     0 refs  Injection status array (2-byte entries).
  inj_status_end                            0xFFFF3D1C     0 refs  End pointer for injection status array.
  injdt_companion                           0xFFFF42F4     0 refs  Injector dead time companion output. Poi
  injdt_workspace                           0xFFFF4284     0 refs  Injector dead time calculation workspace
  injection_state_flag                      0xFFFF425F     8 refs  Injection channel enable/disable flag (byte)
  injector_dead_time_applied                0xFFFF4280     0 refs  Applied injector dead time (uint32, zero
  injector_dead_time_ticks                  0xFFFF7350     0 refs  Injector dead time intermediate result (
  injector_trim_workspace                   0xFFFF7AB0     0 refs  Injector trim workspace (4 slots).
  intake_avcs_workspace                     0xFFFF7480     0 refs  Intake AVCS working data struct base.
  intake_computed_duty                      0xFFFF747C     0 refs  Intake AVCS computed duty (float). Works
  intake_duty_correction                    0xFFFF7478     0 refs  Intake AVCS duty correction (float). Wor
  intake_previous_output                    0xFFFF7474     0 refs  Intake AVCS previous output (float). Wor
  io_ign_driver_ctrl                        0xFFFF3836    76 refs  InternalIO ignition driver control regis
  io_inj_driver_ctrl                        0xFFFF366C    41 refs  InternalIO injection driver control regi
  io_output_packed                          0xFFFF366E     5 refs  I/O output register packed status (word)
  io_peripheral_workspace                   0xFFFF5FC2     7 refs  I/O peripheral workspace (56B, GBR base)
  io_state_register                         0xFFFF5FFC    23 refs  23 refs. I/O state register.
  knock_active_flag                         0xFFFF6790     0 refs  Knock event active flag.
  knock_adc_group0                          0xFFFF4064     0 refs  Knock ADC Group 0 snapshot: ADDR0-ADDR11
  knock_adc_group1                          0xFFFF407C     0 refs  Knock ADC Group 1 snapshot: ADDR12-ADDR2
  KNOCK_BANK_FLAG                           0xFFFF81BB     0 refs  Bank selector: 1=bank1, 0=bank0
  knock_corr_advance                        0xFFFF8260     0 refs  Knock correction advance (task50).
  knock_cyl_track_state                     0xFFFF82AB     0 refs  FLKC propagation state for task23 (knock
  knock_cylinder_count                      0xFFFF40AB     6 refs  Cylinder count dispatch byte for knock A
  knock_det_GBR_base                        0xFFFF80FC     0 refs  GBR base for knock_detector
  KNOCK_FLAG                                0xFFFF81BA     0 refs  1=knock detected, 0=no knock (per cycle)
  knock_flkc_state                          0xFFFF8A74    20 refs  Knock/FLKC state variable
  knock_flkc_event_flag                     0xFFFF8570     6 refs  Knock/FLKC interrupt or event flag
  knock_flkc_workspace                      0xFFFF8080    22 refs  Knock/FLKC workspace area
  knock_fuel_interlock                      0xFFFF85DC     9 refs  Knock/fuel interlock control byte
  knock_learning_value                      0xFFFF81F0    30 refs  Knock learning value (task50). Was knock_state_base.
  knock_retard_accum                        0xFFFF8088     0 refs  Per-cylinder knock retard accumulator (task50).
  knock_level_accum                         0xFFFF8E38     6 refs  Knock intensity/level accumulator
  knock_status_shadow                       0xFFFF3C90     5 refs  Knock status shadow/mirror from 0xFFFF81AC
  knock_timing_retard_base                  0xFFFF8CE0     9 refs  Knock timing retard workspace base (struct)
  knock_state_var                           0xFFFF8318    17 refs  Knock state variable
  fuel_pump_workspace                       0xFFFF8366    18 refs  Fuel pump state machine workspace (14 bytes). Contains mode flags, transition/saturation counters. See fuel_pump_analysis.txt.
  knock_workspace_C                         0xFFFF8391    18 refs  Knock/FLKC workspace variable C
  dtc_monitor_flag_P0134                    0xFFFF971B     0 refs  DTC monitor active flag for P0134 (front O2 no activity). Part of 45-byte DTC flag array FFFF9704-9742. Also: FLKC convergence slot 15 — read by flkc_state_flag_reader_table+0x144 (0x2999C); gates FLKC consolidation (task19), per-cyl FLKC propagation (task23), and EVAP test enable (task56). See mystery_subs_analysis.txt.
  dtc_monitor_flag_P0108                    0xFFFF970E     1 refs  DTC monitor active flag for P0108 (MAP high). Part of 45-byte DTC flag array FFFF9704-9742. Also: FLKC convergence slot 0 — read by flkc_state_flag_reader_table (0x29858); gates knock flag updates (task11) and timing corrections (task29). See mystery_subs_analysis.txt.
  dtc_monitor_flag_array_base               0xFFFF9704     0 refs  Base of 45-byte DTC monitor status flag array (FFFF9704-FFFF9742). Each byte = 1 if DTC monitor is active/converged. Accessor dispatch table at 0x29858 (flkc_state_flag_reader_table) provides stub readers for offsets +0x0A through +0x33. FLKC/knock tasks read these as learning convergence state. See mystery_subs_analysis.txt.
  load_timing_output                        0xFFFF80C8     0 refs  Load-dependent timing output (float). Ta
  ltft_workspace                            0xFFFF7B60     0 refs  LTFT learning workspace.
  maf_correction_factor                     0xFFFF41DC     0 refs  MAF correction factor (float). Written b
  maf_current                               0xFFFF6254    51 refs  51 refs. MAF sensor value (float, g/s).
  maf_timer_counter                         0xFFFF447B     8 refs  MAF/intake sensor timer counter (byte)
  maf_diag_extended                         0xFFFF96A8     0 refs  MAF diag extended state (2 bytes).
  maf_diag_state                            0xFFFF96A4     0 refs  MAF diag state: flag, enable, counter, i
  maf_hw_fault_A                            0xFFFF96AC     0 refs  MAF hardware fault state A (2 bytes).
  maf_hw_fault_B                            0xFFFF96AE     0 refs  MAF hardware fault state B (2 bytes).
  maf_voltage                               0xFFFF6228    22 refs  22 refs. MAF sensor voltage (float). Rea
  manifold_pressure                         0xFFFF6898    48 refs  48 refs. Manifold pressure (float). Read
  monitoring_state                          0xFFFF41D0     0 refs  Monitoring state byte: 1=transitioning, 
  mps_current_readings                      0xFFFF44E8     0 refs  MPS current readings (2 bytes, channel A
  mps_diag_state                            0xFFFFABF4     0 refs  MPS (manifold pressure sensor) maturatio
  mps_timing_output                         0xFFFF80E4     0 refs  MPS-based timing output (float). Task46.
  o2_sensor2_output                         0xFFFF7A20     0 refs  Rear O2 / wideband sensor 2 output (floa
  o2_sensor_voltage                         0xFFFF653C    19 refs  19 refs. O2 sensor voltage or lambda val
  ol_active_flag                            0xFFFF79F2     0 refs  OL active flag (byte). Written by Path A
  ol_blend_coeff                            0xFFFF79A0     0 refs  OL enrichment blend coefficient (float).
  ol_cond_flag_A                            0xFFFF7A00     0 refs  OL condition flag A (byte). Written by o
  ol_cond_flag_B                            0xFFFF7A01     0 refs  OL condition flag B (byte). Written by o
  ol_cond_flag_C                            0xFFFF7A02     0 refs  OL condition flag C (byte). Written by o
  ol_cond_flag_rpmDelta                     0xFFFF7A05     0 refs  OL condition RPM-delta flag (byte). Writ
  ol_cond_flag_speed                        0xFFFF7A04     0 refs  OL condition speed flag (byte). Written 
  ol_condition_selector                     0xFFFF6810    22 refs  OL condition selector byte (1-5). Select
  ol_ramp_step                              0xFFFF79E0     0 refs  OL enrichment ramp step (float, POSITIVE
  ol_delay_counter                          0xFFFF7A1C     0 refs  OL enrichment delay integration counter 
  ol_delay_counter_B                        0xFFFF79C4     0 refs  OL enrichment delay counter_B. Set by CB
  ol_delay_step                             0xFFFF7A18     0 refs  OL enrichment delay step value (float). 
  ol_dispatch_gate                          0xFFFF8EDC    33 refs  OL enrichment dispatch gate (byte). Chec
  ol_enrich_func_ptr                        0xFFFF79F8     0 refs  OL enrichment pipeline function pointer 
  ol_enrichment_blend                       0xFFFF7968     0 refs  OL enrichment blend value (float).
  ol_enrichment_factor_A                    0xFFFF7954     0 refs  OL enrichment factor A (float).
  ol_enrichment_output                      0xFFFF795C     0 refs  OL enrichment primary output (float).
  ol_enrichment_target                      0xFFFF7990     0 refs  OL enrichment accumulator target (float)
  ol_hyst_struct_base                       0xFFFF7A0C     0 refs  OL hysteresis working struct base (float
  ol_mode_state                             0xFFFF79C6     0 refs  OL mode state flag (byte). NEVER WRITTEN
  overrun_counter                           0xFFFF7E8E     0 refs  Overrun scheduler tick counter (word).
  overrun_state                             0xFFFF7E8C     0 refs  Overrun state (byte). 0=normal, 1=fuel c
  per_cyl_base_corr                         0xFFFF81DC     0 refs  Per-cylinder base timing correction (task50).
  per_cyl_timing_corr                       0xFFFF81E8     0 refs  Per-cylinder timing corrections (float[4
  per_cylinder_knock_retard                 0xFFFF3248     0 refs  Knock retard array (float[4]), indexed b
  percyl_fuel_trim_output                   0xFFFF7C10     0 refs  Per-cylinder fuel trim output.
  percyl_timing_array                       0xFFFF41F0     0 refs  Per-cylinder timing array (8 bytes x 4 c
  peripheral_control_GBR                    0xFFFF5C98    15 refs  15 refs. Peripheral control GBR base (3
  pre_ratio                                 0xFFFF7F04     0 refs  Pre-computed blend ratio (task50).
  previous_timing_output                    0xFFFF7FBC    14 refs  Previous cycle timing output (task50). Was timing_final_advance.
  ram_coolant_alt                           0xFFFF68DC     0 refs  Coolant temperature alternate/computed (
  ram_ECT                                   0xFFFF63CC    16 refs  Coolant temperature / ECT (float)
  ram_IAM                                   0xFFFF3234     0 refs  Ignition Advance Multiplier current valu
  rpm_current                               0xFFFF6624   301 refs  301 refs. Current RPM (float). Read by f
  rpm_iat_blend_result                      0xFFFF7F70     0 refs  RPM x IAT table result (task33).
  rtos_scheduler_state                      0xFFFF1288     0 refs  RTOS scheduler state word. Read by task
  rtos_TCB_task0                            0xFFFF11C8     0 refs  Task Control Block for RTOS Task 0 (slow
  rtos_TCB_task1                            0xFFFF11D0     0 refs  Task Control Block for RTOS Task 1 (fast
  rtos_TCB_task10                           0xFFFF1218     0 refs  Task Control Block for RTOS Task 10 (sen
  rtos_TCB_task11                           0xFFFF1220     0 refs  Task Control Block for RTOS Task 11 (fas
  rtos_TCB_task12                           0xFFFF1228     0 refs  Task Control Block for RTOS Task 12 (gat
  rtos_TCB_task2                            0xFFFF11D8     0 refs  Task Control Block for RTOS Task 2 (seco
